name_fielder,position,start_dist_st_R,start_ang_st_R,start_dist_sh_R,start_ang_sh_R,start_dist_st_L,start_ang_st_L,start_dist_sh_L,start_ang_sh_L
vargasmiguel,2B,153.0,6.0,154.0,3.0,149.0,19.0,148.0,20.0
vargasmiguel,3B,124.0,-35.0,121.58928571428572,-37.36607142857143,119.0,-26.0,130.0,-22.0
vargasmiguel,LF,305.5,-27.5,302.5125,-26.669444444444444,285.0,-29.0,283.0,-28.0
varshodaulton,CF,318.0,2.5,318.5,1.0,316.5,-2.5,320.5,-2.0
varshodaulton,LF,299.5,-25.0,294.5,-27.0,283.5,-30.0,285.0,-29.5
varshodaulton,RF,292.0,30.0,292.3405172413793,27.46120689655172,299.9954545454545,25.76666666666667,301.07402707275804,26.316412859560067
vaughnandrew,1B,116.0,29.0,114.0,26.0,124.0,37.0,127.0,37.0
vavraterrin,LF,300.0,-26.0,302.5125,-26.669444444444444,294.0,-29.0,292.11885521885523,-28.30252525252525
vavraterrin,RF,299.0,28.0,292.3405172413793,27.46120689655172,301.0,27.0,306.0,26.0
vazquezluis,3B,122.0,-36.0,121.58928571428572,-37.36607142857143,116.0,-25.0,131.24347389558233,-22.40863453815261
vazquezluis,SS,148.0,-18.0,147.2686274509804,-20.26078431372549,152.0,-9.0,154.0,-4.0
velazquezandrew,2B,151.0,7.0,153.72596153846155,3.121794871794872,148.19832402234636,18.90875232774674,147.67110453648917,20.243096646942803
velazquezandrew,CF,315.0,4.0,323.3076923076923,0.5865384615384616,321.196875,-2.0776041666666667,323.5921052631579,-1.361842105263158
velazquezandrew,SS,146.0,-20.0,145.0,-20.0,151.0,-5.0,152.0,-4.0
velazqueznelson,CF,315.0,2.0,323.3076923076923,0.5865384615384616,321.196875,-2.0776041666666667,323.5921052631579,-1.361842105263158
velazqueznelson,LF,298.5,-27.5,302.5125,-26.669444444444444,276.0,-29.0,284.5,-28.5
velazqueznelson,RF,281.3333333333333,28.33333333333333,292.3405172413793,27.46120689655172,294.3333333333333,27.0,297.3333333333333,26.666666666666668
verdugoalex,CF,319.0,1.0,323.3076923076923,0.5865384615384616,321.196875,-2.0776041666666667,323.5921052631579,-1.361842105263158
verdugoalex,LF,293.0,-26.0,292.0,-27.0,285.0,-29.0,288.0,-28.0
verdugoalex,RF,285.0,27.5,284.0,28.0,287.0,29.0,290.5,27.5
vientosmark,1B,116.0,32.0,111.71960784313724,28.4078431372549,123.0,37.0,125.0,38.0
vientosmark,3B,121.5,-35.0,121.58928571428572,-37.36607142857143,107.0,-27.5,136.5,-20.5
vierlingmatt,3B,123.5,-36.5,125.0,-38.5,111.5,-26.0,132.0,-21.5
vierlingmatt,CF,325.5,1.0,325.5,0.0,321.5,-5.0,324.5,-3.5
vierlingmatt,LF,307.5,-25.5,298.0,-28.0,278.5,-30.5,283.5,-29.5
vierlingmatt,RF,286.0,27.5,289.0,25.5,308.0,21.5,308.0,23.5
viladeryan,CF,320.0,0.0,323.3076923076923,0.5865384615384616,321.196875,-2.0776041666666667,323.5921052631579,-1.361842105263158
viladeryan,LF,305.0,-26.0,302.5125,-26.669444444444444,289.6809734513274,-28.84188790560472,292.11885521885523,-28.30252525252525
viladeryan,RF,288.0,27.0,292.3405172413793,27.46120689655172,299.9954545454545,25.76666666666667,301.07402707275804,26.316412859560067
villardavid,1B,113.0,29.5,111.71960784313724,28.4078431372549,123.5,37.5,124.0,38.0
villardavid,2B,154.0,6.0,155.0,2.0,150.0,17.0,149.0,19.0
villardavid,3B,121.0,-36.0,121.0,-37.0,111.0,-27.0,137.0,-21.0
voitluke,1B,110.0,30.0,111.71960784313724,28.4078431372549,120.0,38.0,121.0,38.0
volpeanthony,SS,150.5,-16.5,150.0,-19.0,153.5,-6.5,154.0,-3.0
voslerjason,1B,116.5,29.0,111.71960784313724,28.4078431372549,124.0,37.0,124.5,38.5
voslerjason,3B,122.0,-37.0,121.58928571428572,-37.36607142857143,115.78947368421052,-26.9859649122807,131.24347389558233,-22.40863453815261
vottojoey,1B,111.0,27.0,110.0,24.0,128.0,36.0,128.0,37.0
vazquezchristian,1B,110.0,29.0,111.71960784313724,28.4078431372549,122.48407643312102,37.705414012738856,124.10011574074076,38.27430555555556
vazquezchristian,3B,125.0,-39.0,121.58928571428572,-37.36607142857143,107.0,-28.0,131.24347389558233,-22.40863453815261
wadelamonte,1B,114.0,31.5,113.0,29.0,122.0,37.5,124.0,37.5
wadelamonte,LF,298.0,-26.0,302.5125,-26.669444444444444,284.0,-31.0,292.0,-29.0
wadelamonte,RF,289.5,27.5,292.3405172413793,27.46120689655172,298.5,26.0,298.0,27.0
wadetyler,2B,154.0,7.0,153.72596153846155,3.121794871794872,150.0,18.0,149.0,19.0
wadetyler,3B,120.0,-37.0,126.0,-38.0,124.0,-27.0,133.0,-24.0
wadetyler,CF,331.0,1.0,323.3076923076923,0.5865384615384616,321.196875,-2.0776041666666667,323.5921052631579,-1.361842105263158
wadetyler,LF,308.0,-26.5,302.5125,-26.669444444444444,291.0,-31.0,298.0,-30.0
wadetyler,RF,295.0,29.0,292.3405172413793,27.46120689655172,299.9954545454545,25.76666666666667,301.07402707275804,26.316412859560067
wadetyler,SS,149.0,-18.0,147.2686274509804,-20.26078431372549,154.0,-5.0,154.0,-3.0
wagamaneric,3B,117.0,-36.0,122.0,-37.0,99.0,-29.0,128.0,-20.0
wagnerwill,2B,152.0,5.0,152.0,3.0,148.0,18.0,147.0,20.0
walkerchristian,1B,116.0,28.5,115.0,28.5,122.5,36.5,123.5,37.5
walkerjordan,LF,301.0,-26.0,305.0,-26.0,285.0,-27.0,295.0,-27.0
walkerjordan,RF,291.5,28.5,289.0,29.0,300.5,26.5,302.0,27.0
wallforrest,CF,325.0,3.0,323.3076923076923,0.5865384615384616,325.0,-1.0,323.5921052631579,-1.361842105263158
wallforrest,LF,305.5,-26.0,302.5125,-26.669444444444444,291.5,-28.0,292.0,-28.5
wallnermatt,LF,297.5,-26.0,298.0,-26.0,289.5,-28.5,291.5,-28.5
wallnermatt,RF,292.0,30.5,295.0,30.0,296.0,28.5,297.0,28.5
wallstaylor,2B,152.0,5.0,153.0,3.0,148.0,18.0,147.0,21.0
wallstaylor,3B,121.0,-38.0,120.0,-40.0,118.0,-27.0,139.0,-23.0
wallstaylor,SS,147.5,-20.0,147.0,-21.0,152.5,-5.5,153.5,-3.0
walshjared,1B,119.5,31.0,120.0,30.0,126.0,35.0,128.0,36.5
walshjared,RF,293.0,27.0,292.3405172413793,27.46120689655172,299.0,24.0,298.0,25.0
waltondonovan,2B,153.0,8.0,153.72596153846155,3.121794871794872,150.0,17.0,149.0,18.0
wardtaylor,LF,303.5,-25.5,305.0,-26.5,290.0,-28.0,293.0,-27.5
watersdrew,CF,318.0,2.0,323.0,1.0,316.0,-3.0,319.0,-3.0
watersdrew,LF,307.0,-26.0,302.5125,-26.669444444444444,286.0,-30.0,292.11885521885523,-28.30252525252525
watersdrew,RF,285.0,27.0,283.0,27.0,297.5,25.5,294.5,26.5
wendlejoey,2B,153.0,7.0,153.72596153846155,3.121794871794872,148.0,18.0,148.0,19.0
wendlejoey,3B,120.0,-36.0,121.58928571428572,-37.36607142857143,118.0,-29.0,131.24347389558233,-22.40863453815261
wendlejoey,SS,149.0,-17.0,147.0,-19.0,153.0,-5.0,153.0,-3.5
wendzeldavis,3B,122.0,-37.0,121.58928571428572,-37.36607142857143,113.0,-27.0,129.0,-22.0
westbrookjamie,2B,154.0,6.0,153.72596153846155,3.121794871794872,149.0,19.0,149.0,20.0
westburgjordan,2B,153.0,7.5,154.0,3.0,148.5,18.5,147.5,20.5
westburgjordan,3B,122.0,-36.0,123.0,-38.0,118.5,-27.0,136.5,-22.0
westburgjordan,SS,149.0,-18.0,147.2686274509804,-20.26078431372549,152.54887218045113,-6.215538847117794,153.35215053763443,-3.888440860215054
whitcombshay,2B,154.0,5.0,153.72596153846155,3.121794871794872,148.19832402234636,18.90875232774674,147.67110453648917,20.243096646942803
whitcombshay,3B,124.0,-36.0,126.0,-37.0,111.0,-28.0,129.0,-24.0
whiteeli,CF,322.0,2.5,320.0,2.0,323.0,-3.0,324.0,-1.5
whiteeli,LF,299.0,-25.0,302.5125,-26.669444444444444,289.0,-28.0,294.0,-27.0
whiteeli,RF,288.0,27.0,292.3405172413793,27.46120689655172,292.0,27.0,294.0,27.0
wiemerjoey,CF,325.0,0.5,323.3076923076923,0.5865384615384616,325.0,0.0,327.0,0.0
wiemerjoey,LF,303.0,-27.0,302.5125,-26.669444444444444,295.0,-27.5,292.11885521885523,-28.30252525252525
wiemerjoey,RF,298.0,27.0,292.3405172413793,27.46120689655172,305.0,26.0,301.0,26.0
williamsalika,2B,153.0,7.0,153.0,6.0,149.0,17.0,149.0,18.0
williamsalika,SS,149.5,-17.0,149.0,-18.0,153.5,-6.0,154.0,-4.0
williamsluke,1B,116.0,29.0,111.71960784313724,28.4078431372549,122.48407643312102,37.705414012738856,124.10011574074076,38.27430555555556
williamsluke,2B,151.0,7.0,153.72596153846155,3.121794871794872,148.0,18.0,148.0,19.0
williamsluke,3B,120.0,-38.5,118.0,-39.0,115.78947368421052,-26.9859649122807,131.24347389558233,-22.40863453815261
williamsluke,LF,299.0,-26.0,302.5125,-26.669444444444444,289.6809734513274,-28.84188790560472,292.11885521885523,-28.30252525252525
williamsluke,SS,147.0,-19.0,147.2686274509804,-20.26078431372549,152.0,-3.0,152.0,-3.0
wilsonjacob,SS,147.0,-21.0,144.0,-25.0,152.0,-6.0,153.0,-3.0
wilsonweston,2B,154.0,6.0,153.72596153846155,3.121794871794872,148.19832402234636,18.90875232774674,147.67110453648917,20.243096646942803
wilsonweston,3B,121.0,-36.0,121.58928571428572,-37.36607142857143,124.0,-28.0,131.24347389558233,-22.40863453815261
wilsonweston,LF,308.0,-25.5,302.5125,-26.669444444444444,288.5,-29.5,292.11885521885523,-28.30252525252525
wilsonweston,RF,289.0,29.0,292.3405172413793,27.46120689655172,300.0,25.0,301.07402707275804,26.316412859560067
winkerjesse,LF,306.0,-25.5,302.5125,-26.669444444444444,300.5,-28.5,299.5,-29.0
winkerjesse,RF,292.5,28.0,292.3405172413793,27.46120689655172,303.0,24.0,306.0,25.0
winnmasyn,SS,148.0,-19.5,146.0,-21.5,153.0,-5.5,153.0,-3.5
wisdompatrick,1B,110.5,27.0,109.0,26.0,121.5,37.0,123.5,38.0
wisdompatrick,3B,120.5,-35.5,119.0,-35.0,108.0,-26.5,123.0,-21.5
wisdompatrick,LF,306.0,-27.5,302.5125,-26.669444444444444,289.6809734513274,-28.84188790560472,292.11885521885523,-28.30252525252525
wisdompatrick,RF,284.0,27.5,292.3405172413793,27.46120689655172,295.0,26.5,295.0,26.0
wiselybrett,2B,153.0,8.0,155.0,3.0,150.0,17.0,149.5,18.0
wiselybrett,3B,124.0,-38.0,121.58928571428572,-37.36607142857143,120.0,-31.0,131.24347389558233,-22.40863453815261
wiselybrett,CF,332.0,2.0,323.3076923076923,0.5865384615384616,327.0,-2.0,331.0,-1.0
wiselybrett,SS,150.0,-18.0,150.0,-17.0,153.0,-7.0,154.0,-3.0
wittbobby,SS,148.0,-19.5,147.0,-20.5,152.5,-7.0,153.0,-4.5
wongconnor,1B,114.0,29.0,111.71960784313724,28.4078431372549,122.0,36.0,121.0,37.0
wongconnor,2B,152.0,5.0,153.72596153846155,3.121794871794872,148.19832402234636,18.90875232774674,147.67110453648917,20.243096646942803
wongkolten,2B,151.5,5.5,151.0,3.0,145.0,20.5,145.0,21.5
woodjames,LF,304.0,-27.0,302.5125,-26.669444444444444,294.0,-29.0,295.0,-29.0
yastrzemskimike,CF,323.5,2.0,329.0,1.0,322.0,-2.0,327.0,-1.0
yastrzemskimike,LF,301.0,-27.0,303.0,-27.0,288.0,-29.0,292.0,-29.0
yastrzemskimike,RF,290.5,29.0,292.0,28.0,302.0,25.5,303.0,26.5
yelichchristian,LF,299.5,-27.5,299.0,-28.5,293.5,-29.0,296.5,-28.0
yepezjuan,1B,116.0,30.0,111.71960784313724,28.4078431372549,124.0,38.0,127.0,39.0
yepezjuan,LF,305.0,-25.0,302.5125,-26.669444444444444,293.0,-27.0,295.0,-28.0
yepezjuan,RF,290.0,29.0,292.3405172413793,27.46120689655172,299.9954545454545,25.76666666666667,301.07402707275804,26.316412859560067
yorkenick,2B,151.0,9.0,153.72596153846155,3.121794871794872,147.0,18.0,147.67110453648917,20.243096646942803
yorkenick,3B,119.0,-36.0,121.58928571428572,-37.36607142857143,115.78947368421052,-26.9859649122807,131.24347389558233,-22.40863453815261
yorkenick,LF,303.0,-24.0,302.5125,-26.669444444444444,289.6809734513274,-28.84188790560472,292.11885521885523,-28.30252525252525
yorkenick,RF,288.0,29.0,292.3405172413793,27.46120689655172,292.0,26.0,301.07402707275804,26.316412859560067
yoshidamasataka,LF,299.0,-28.0,304.0,-28.0,291.0,-27.0,294.0,-27.0
youngjacob,CF,328.5,0.0,330.0,1.0,328.5,-3.0,328.5,-1.5
youngjared,1B,111.0,30.0,111.71960784313724,28.4078431372549,121.0,39.0,122.0,39.0
