name_fielder,position,start_dist_st_R,start_ang_st_R,start_dist_sh_R,start_ang_sh_R,start_dist_st_L,start_ang_st_L,start_dist_sh_L,start_ang_sh_L
ramirezjose,3B,126.0,-36.0,129.0,-37.0,115.5,-26.5,136.0,-21.5
refsnyderrob,CF,324.0,0.0,323.3076923076923,0.5865384615384616,326.0,3.0,327.0,4.0
refsnyderrob,LF,300.5,-28.0,300.0,-28.0,294.0,-28.0,295.0,-28.0
refsnyderrob,RF,291.0,28.0,289.0,29.0,298.0,28.0,295.0,27.5
remillardzach,2B,152.5,8.0,153.72596153846155,3.121794871794872,147.0,20.5,147.0,21.0
remillardzach,3B,121.0,-35.0,121.58928571428572,-37.36607142857143,125.0,-26.0,131.24347389558233,-22.40863453815261
remillardzach,LF,305.0,-27.0,302.5125,-26.669444444444444,293.0,-29.0,292.11885521885523,-28.30252525252525
remillardzach,RF,293.0,29.0,292.3405172413793,27.46120689655172,297.0,27.0,293.0,28.0
remillardzach,SS,148.0,-18.5,147.2686274509804,-20.26078431372549,152.0,-7.5,153.35215053763443,-3.888440860215054
rendonanthony,3B,119.0,-36.5,120.0,-37.5,108.0,-27.0,128.0,-22.5
renfroehunter,1B,119.0,33.0,111.71960784313724,28.4078431372549,123.0,38.0,126.0,39.0
renfroehunter,RF,290.6666666666667,28.33333333333333,292.5,28.0,299.6666666666667,25.0,300.6666666666667,26.0
rengifoluis,2B,151.0,6.5,152.0,2.5,146.5,18.5,146.0,19.5
rengifoluis,3B,116.0,-36.5,117.0,-37.0,111.0,-27.0,136.0,-20.5
rengifoluis,CF,330.0,2.0,323.3076923076923,0.5865384615384616,336.0,-2.0,331.0,-2.0
rengifoluis,LF,309.0,-24.0,302.5125,-26.669444444444444,293.0,-29.0,292.0,-29.0
rengifoluis,RF,297.0,28.0,292.3405172413793,27.46120689655172,300.0,25.0,306.0,25.0
rengifoluis,SS,147.0,-18.0,147.2686274509804,-20.26078431372549,151.0,-5.0,151.0,-4.0
reyesfranmil,LF,301.0,-28.0,302.5125,-26.669444444444444,288.0,-30.0,292.11885521885523,-28.30252525252525
reyespablo,1B,112.0,31.0,111.71960784313724,28.4078431372549,122.48407643312102,37.705414012738856,124.10011574074076,38.27430555555556
reyespablo,2B,152.0,7.0,153.72596153846155,3.121794871794872,149.0,18.0,147.5,20.0
reyespablo,3B,117.0,-37.5,121.58928571428572,-37.36607142857143,117.0,-26.0,129.0,-22.0
reyespablo,SS,147.5,-19.0,147.2686274509804,-20.26078431372549,152.0,-6.0,152.0,-4.0
reynoldsbryan,CF,320.0,2.0,318.0,1.0,317.0,-3.0,320.0,-3.0
reynoldsbryan,LF,304.5,-25.5,301.0,-26.0,290.0,-28.5,291.5,-28.5
reynoldsbryan,RF,287.0,29.0,289.0,30.0,299.0,25.0,300.0,26.0
reynoldsmatt,3B,128.0,-37.0,121.58928571428572,-37.36607142857143,115.78947368421052,-26.9859649122807,131.24347389558233,-22.40863453815261
riceben,1B,111.0,31.0,111.71960784313724,28.4078431372549,123.0,40.0,125.0,40.0
rileyaustin,3B,122.0,-39.0,121.5,-39.0,116.0,-27.5,141.0,-21.0
rivasialfonso,1B,114.5,28.5,115.0,28.0,123.0,36.0,123.5,36.0
rivasleo,2B,153.0,6.0,153.72596153846155,3.121794871794872,148.19832402234636,18.90875232774674,147.67110453648917,20.243096646942803
rivasleo,SS,149.0,-18.0,149.0,-18.0,152.0,-5.0,153.0,-4.0
riveraemmanuel,1B,110.33333333333331,30.0,110.0,30.0,124.66666666666669,37.66666666666666,125.0,38.333333333333336
riveraemmanuel,3B,121.66666666666669,-36.66666666666666,122.0,-37.5,114.0,-27.33333333333333,129.66666666666666,-22.666666666666668
rizzoanthony,1B,116.5,30.5,111.71960784313724,28.4078431372549,124.0,36.0,125.0,36.5
robertluis,CF,323.5,1.5,323.0,1.5,320.5,-1.5,325.5,0.0
roblesvictor,CF,319.0,0.3333333333333333,308.0,0.0,317.3333333333333,-1.0,314.5,-1.0
roblesvictor,LF,295.0,-27.0,292.0,-27.0,283.0,-28.0,284.0,-28.0
roblesvictor,RF,288.5,27.0,290.0,26.0,293.0,26.5,294.5,26.5
rocchiobrayan,3B,120.0,-37.0,121.58928571428572,-37.36607142857143,118.0,-27.0,139.0,-22.0
rocchiobrayan,SS,149.0,-18.5,147.0,-23.0,153.0,-6.5,154.0,-4.0
rodgersbrendan,2B,153.0,8.5,154.0,5.5,148.5,19.5,147.5,21.0
rodriguezjohnathan,RF,285.0,27.0,288.0,26.0,301.0,24.0,300.0,24.0
rodriguezjulio,CF,322.0,1.5,322.0,1.5,321.5,-2.5,322.0,-2.5
rojasjohan,CF,326.5,2.5,328.0,2.5,325.0,-2.5,327.5,-2.0
rojasjosh,2B,154.0,5.333333333333333,154.0,4.0,149.0,19.0,148.33333333333334,21.0
rojasjosh,3B,122.0,-35.0,120.0,-34.0,120.5,-26.0,131.0,-21.5
rojasjosh,LF,299.0,-27.0,302.5125,-26.669444444444444,289.6809734513274,-28.84188790560472,292.11885521885523,-28.30252525252525
rojasmiguel,2B,154.0,4.0,154.0,3.0,149.0,20.0,149.0,20.0
rojasmiguel,3B,124.0,-36.0,121.58928571428572,-37.36607142857143,108.0,-26.0,137.0,-23.0
rojasmiguel,SS,149.5,-17.5,149.0,-18.5,154.0,-4.0,154.0,-3.0
rookerbrent,LF,305.0,-26.0,302.5125,-26.669444444444444,294.0,-28.0,297.0,-28.0
rookerbrent,RF,295.0,27.5,292.3405172413793,27.46120689655172,302.5,25.0,303.5,26.0
rosarioamed,2B,154.0,5.0,155.0,3.0,149.0,19.5,148.33333333333334,19.666666666666668
rosarioamed,3B,121.0,-37.0,120.0,-37.0,116.0,-27.0,130.0,-23.0
rosarioamed,RF,289.0,27.5,295.0,27.0,303.5,24.0,304.5,26.0
rosarioamed,SS,149.0,-19.0,147.5,-22.0,153.0,-5.666666666666667,154.0,-3.6666666666666665
rosarioeddie,CF,320.0,-1.0,323.3076923076923,0.5865384615384616,319.0,0.0,320.0,-2.0
rosarioeddie,LF,302.6666666666667,-25.666666666666668,303.5,-26.0,288.6666666666667,-28.666666666666668,290.6666666666667,-28.33333333333333
rosarioeddie,RF,288.0,27.0,292.3405172413793,27.46120689655172,295.0,26.0,298.0,25.0
rosarioeguy,3B,114.5,-37.5,121.58928571428572,-37.36607142857143,114.0,-28.0,124.0,-24.0
rufdarin,1B,112.0,29.0,111.71960784313724,28.4078431372549,122.48407643312102,37.705414012738856,124.10011574074076,38.27430555555556
ruizesteury,CF,321.0,1.5,323.3076923076923,0.5865384615384616,320.0,-2.5,319.0,-1.5
ruizesteury,LF,300.0,-25.5,302.5125,-26.669444444444444,285.5,-30.0,287.5,-29.5
ruizesteury,RF,291.0,29.0,292.3405172413793,27.46120689655172,298.0,26.0,301.0,27.0
rutherfordblake,LF,307.0,-26.0,302.5125,-26.669444444444444,300.0,-29.0,292.11885521885523,-28.30252525252525
riosedwin,1B,113.0,30.0,111.71960784313724,28.4078431372549,119.0,35.0,124.10011574074076,38.27430555555556
sabolblake,LF,307.0,-25.0,303.0,-27.0,289.0,-29.0,294.0,-28.0
saggesethomas,2B,153.0,5.0,153.72596153846155,3.121794871794872,147.0,21.0,148.0,20.0
saggesethomas,3B,116.0,-37.0,121.58928571428572,-37.36607142857143,119.0,-26.0,131.24347389558233,-22.40863453815261
saggesethomas,SS,148.0,-18.0,147.2686274509804,-20.26078431372549,152.54887218045113,-6.215538847117794,153.35215053763443,-3.888440860215054
sanojajavier,2B,152.0,7.0,153.0,3.0,149.0,18.0,148.0,19.0
sanojajavier,CF,331.0,-1.0,323.3076923076923,0.5865384615384616,329.0,-2.0,323.5921052631579,-1.361842105263158
sanojajavier,LF,307.0,-28.0,302.5125,-26.669444444444444,297.0,-29.0,292.11885521885523,-28.30252525252525
sanojajavier,SS,148.0,-17.0,147.0,-20.0,152.54887218045113,-6.215538847117794,153.35215053763443,-3.888440860215054
santanacarlos,1B,115.33333333333331,29.0,114.0,27.5,118.66666666666669,37.333333333333336,120.33333333333331,37.333333333333336
santanderanthony,1B,111.0,34.0,111.71960784313724,28.4078431372549,123.0,38.0,124.0,38.0
santanderanthony,RF,292.5,29.0,294.5,29.0,303.5,24.5,306.0,25.0
sanomiguel,1B,113.0,29.0,111.0,28.0,122.48407643312102,37.705414012738856,124.10011574074076,38.27430555555556
sanomiguel,3B,122.0,-36.0,123.0,-36.0,115.78947368421052,-26.9859649122807,131.24347389558233,-22.40863453815261
schanuelnolan,1B,116.0,31.5,113.0,30.0,120.5,37.5,121.5,38.5
schmittcasey,2B,152.0,10.0,155.0,2.0,149.5,18.0,149.0,19.0
schmittcasey,3B,123.5,-36.5,121.58928571428572,-37.36607142857143,123.5,-27.0,130.5,-21.5
schmittcasey,SS,149.5,-18.0,150.0,-19.0,153.5,-7.5,154.5,-3.0
schneemanndaniel,2B,154.0,6.0,153.72596153846155,3.121794871794872,149.0,19.0,150.0,18.0
schneemanndaniel,3B,121.0,-35.0,120.0,-37.0,127.0,-27.0,143.0,-23.0
schneemanndaniel,CF,332.0,3.0,335.0,-1.0,328.0,0.0,334.0,2.0
schneemanndaniel,LF,315.0,-23.0,302.5125,-26.669444444444444,308.0,-26.0,309.0,-26.0
schneemanndaniel,RF,306.0,27.0,310.0,25.0,311.0,25.0,310.0,26.0
schneemanndaniel,SS,149.0,-18.0,147.2686274509804,-20.26078431372549,154.0,-7.0,155.0,-4.0
schneiderdavis,2B,153.0,6.0,154.0,3.0,148.5,19.5,148.0,20.0
schneiderdavis,3B,116.0,-34.0,121.58928571428572,-37.36607142857143,112.0,-27.0,131.24347389558233,-22.40863453815261
schneiderdavis,LF,296.5,-25.0,298.0,-27.0,276.5,-29.0,283.0,-29.0
schoopjonathan,2B,154.0,6.0,155.0,2.0,147.0,21.0,147.0,23.0
schoopjonathan,3B,121.0,-37.0,121.58928571428572,-37.36607142857143,120.0,-25.0,136.0,-22.0
schuemannmax,2B,154.0,8.0,153.72596153846155,3.121794871794872,150.0,17.0,150.0,18.0
schuemannmax,3B,124.0,-39.0,127.0,-41.0,131.0,-27.0,133.0,-25.0
schuemannmax,LF,293.0,-27.0,302.5125,-26.669444444444444,288.0,-29.0,292.11885521885523,-28.30252525252525
schuemannmax,SS,150.0,-19.0,149.0,-21.0,154.0,-6.0,155.0,-3.0
schunkaaron,2B,153.0,8.0,153.72596153846155,3.121794871794872,148.0,19.0,147.0,20.0
schunkaaron,3B,125.0,-36.0,121.58928571428572,-37.36607142857143,121.0,-27.0,131.24347389558233,-22.40863453815261
schunkaaron,SS,149.0,-17.0,147.2686274509804,-20.26078431372549,152.0,-8.0,153.0,-5.0
schwarberkyle,LF,303.5,-25.0,305.0,-27.0,282.0,-29.0,286.0,-29.0
scottvictor,CF,321.0,2.0,323.3076923076923,0.5865384615384616,322.0,-2.0,322.0,-2.0
seagercorey,SS,149.5,-17.5,148.0,-19.5,153.5,-7.0,154.0,-3.0
segurajean,3B,122.0,-36.0,120.0,-38.0,120.0,-26.0,126.0,-24.0
semienmarcus,2B,153.5,7.0,155.0,3.0,149.0,19.5,148.5,20.5
senzelnick,2B,152.0,9.0,153.72596153846155,3.121794871794872,148.19832402234636,18.90875232774674,147.67110453648917,20.243096646942803
senzelnick,3B,122.33333333333331,-36.0,123.0,-36.66666666666666,121.0,-27.33333333333333,128.0,-22.666666666666668
senzelnick,CF,325.0,4.0,326.0,1.0,322.0,-5.0,322.0,-3.0
senzelnick,LF,308.0,-25.0,302.5125,-26.669444444444444,293.0,-30.0,294.0,-29.0
senzelnick,RF,295.0,29.0,299.0,27.0,304.0,25.0,303.0,25.0
sheetsgavin,1B,113.0,29.0,111.0,28.0,120.5,37.5,122.0,38.0
sheetsgavin,LF,294.0,-31.0,302.5125,-26.669444444444444,289.0,-31.0,289.0,-31.0
sheetsgavin,RF,292.5,29.0,295.0,29.0,298.0,27.0,298.5,27.5
shentonaustin,1B,100.0,31.0,98.0,30.0,121.0,39.0,121.0,40.0
shewmakebraden,2B,153.0,8.0,153.72596153846155,3.121794871794872,148.0,21.0,148.0,20.0
shewmakebraden,3B,117.0,-35.0,121.58928571428572,-37.36607142857143,122.0,-25.0,131.0,-23.0
shewmakebraden,SS,149.0,-18.5,147.2686274509804,-20.26078431372549,154.0,-5.0,154.0,-4.0
shortzack,2B,152.33333333333334,5.333333333333333,153.72596153846155,3.121794871794872,146.5,20.0,146.5,21.5
shortzack,3B,121.0,-36.333333333333336,124.0,-37.0,117.5,-26.0,135.75,-21.5
shortzack,SS,146.5,-19.5,145.0,-22.0,151.5,-7.5,152.0,-4.0
sianimichael,CF,315.0,2.5,323.3076923076923,0.5865384615384616,319.0,-2.0,321.0,-2.0
sianimichael,LF,302.0,-25.0,302.5125,-26.669444444444444,291.0,-29.0,292.11885521885523,-28.30252525252525
sianimichael,RF,297.0,28.0,292.3405172413793,27.46120689655172,301.0,26.0,301.07402707275804,26.316412859560067
singletonjon,1B,111.33333333333331,29.0,112.0,28.5,118.33333333333331,36.333333333333336,121.0,36.66666666666666
sirijose,CF,323.0,1.0,325.0,0.5,320.5,-1.0,325.0,0.0
slateraustin,CF,322.75,2.5,325.0,0.0,319.0,-3.0,327.0,-2.0
slateraustin,LF,300.0,-25.33333333333333,302.0,-26.0,287.0,-29.33333333333333,289.3333333333333,-29.33333333333333
slateraustin,RF,288.75,29.25,292.3405172413793,27.46120689655172,300.0,25.0,301.3333333333333,25.666666666666668
smithdominic,1B,118.33333333333331,28.666666666666668,118.0,25.0,127.0,36.5,126.33333333333331,37.0
smithjosh,2B,153.0,7.0,153.72596153846155,3.121794871794872,148.19832402234636,18.90875232774674,147.67110453648917,20.243096646942803
smithjosh,3B,114.5,-36.0,114.5,-36.0,108.0,-27.0,129.5,-22.0
smithjosh,LF,296.0,-27.0,302.5125,-26.669444444444444,289.6809734513274,-28.84188790560472,292.11885521885523,-28.30252525252525
smithjosh,SS,148.0,-19.0,148.0,-19.5,153.0,-6.0,153.5,-3.5
smithkevin,3B,125.0,-36.0,121.58928571428572,-37.36607142857143,121.0,-26.0,129.0,-23.0
smithkevin,SS,151.0,-16.0,147.2686274509804,-20.26078431372549,153.0,-5.0,154.0,-4.0
smithpavin,1B,114.0,30.0,111.71960784313724,28.4078431372549,124.0,38.0,125.0,39.0
smithpavin,LF,304.0,-27.0,302.5125,-26.669444444444444,297.0,-29.0,297.0,-29.0
smithpavin,RF,295.5,27.5,292.3405172413793,27.46120689655172,298.0,27.0,298.5,27.5
smithnjigbacanaan,LF,317.0,-22.0,302.5125,-26.669444444444444,300.0,-28.0,292.11885521885523,-28.30252525252525
smithnjigbacanaan,RF,302.0,29.0,292.3405172413793,27.46120689655172,311.0,24.0,313.0,24.0
soderstromtyler,1B,115.0,29.5,119.0,30.0,124.0,37.5,124.0,38.0
sogardnick,2B,154.0,6.0,153.72596153846155,3.121794871794872,150.0,18.0,149.0,19.0
sogardnick,3B,123.0,-38.0,121.58928571428572,-37.36607142857143,122.0,-25.0,128.0,-24.0
sogardnick,SS,151.0,-16.0,147.2686274509804,-20.26078431372549,154.0,-5.0,155.0,-5.0
solanodonovan,1B,114.0,29.0,115.0,28.0,126.0,37.0,128.0,38.0
solanodonovan,2B,152.0,7.0,154.0,2.0,148.0,20.0,146.0,23.0
solanodonovan,3B,123.0,-36.5,124.0,-38.0,118.5,-26.5,129.0,-22.5
solerjorge,LF,307.0,-25.0,302.5125,-26.669444444444444,289.6809734513274,-28.84188790560472,292.11885521885523,-28.30252525252525
solerjorge,RF,291.0,27.5,292.5,27.0,298.0,25.5,300.0,26.0
sosaedmundo,2B,150.5,10.5,153.72596153846155,3.121794871794872,148.5,17.0,147.67110453648917,20.243096646942803
sosaedmundo,3B,118.0,-37.5,117.0,-38.0,122.5,-27.0,134.0,-24.0
sosaedmundo,SS,147.5,-18.5,147.2686274509804,-20.26078431372549,151.0,-7.5,151.5,-5.0
sosalenyn,2B,153.5,7.0,154.0,5.0,148.5,19.0,148.5,20.0
sosalenyn,3B,121.0,-36.5,121.0,-36.0,116.5,-27.0,124.0,-25.0
sotojuan,LF,301.0,-25.0,306.0,-26.0,282.0,-29.0,287.0,-27.5
sotojuan,RF,287.0,27.0,287.0,26.0,299.0,25.0,299.0,25.0
sotolivan,2B,151.5,6.5,154.0,2.0,148.0,19.0,147.0,21.0
sotolivan,SS,147.0,-18.0,147.2686274509804,-20.26078431372549,152.54887218045113,-6.215538847117794,153.35215053763443,-3.888440860215054
springergeorge,RF,285.0,29.0,286.5,28.5,300.5,25.5,302.0,26.5
stantongiancarlo,RF,292.0,26.0,292.3405172413793,27.46120689655172,302.0,25.0,300.0,26.0
steerspencer,1B,116.0,28.0,115.0,27.0,125.0,36.5,125.5,37.5
steerspencer,2B,153.0,7.0,153.72596153846155,3.121794871794872,149.0,20.0,147.5,20.5
steerspencer,3B,123.0,-36.0,123.0,-37.0,127.0,-27.0,136.0,-22.0
steerspencer,LF,300.0,-25.0,298.5,-26.0,284.0,-31.0,288.5,-29.5
steerspencer,RF,287.0,29.0,292.3405172413793,27.46120689655172,299.9954545454545,25.76666666666667,301.07402707275804,26.316412859560067
stefanicmichael,2B,154.0,6.0,155.0,2.0,149.0,18.5,148.5,20.0
stefanicmichael,3B,123.0,-37.0,121.58928571428572,-37.36607142857143,124.0,-27.0,129.0,-25.0
stephensontyler,1B,106.0,31.0,104.0,30.0,120.0,37.0,121.0,38.0
stevensonandrew,CF,322.0,1.0,325.0,-1.0,325.0,-3.0,324.0,-2.0
stevensonandrew,LF,300.0,-27.0,302.5125,-26.669444444444444,289.6809734513274,-28.84188790560472,292.11885521885523,-28.30252525252525
stevensoncal,CF,327.5,2.5,327.0,1.0,325.0,-2.0,329.0,-1.0
stewartdj,1B,113.0,36.0,111.71960784313724,28.4078431372549,122.48407643312102,37.705414012738856,124.10011574074076,38.27430555555556
stewartdj,LF,299.0,-26.5,302.5125,-26.669444444444444,295.0,-27.0,295.0,-27.0
stewartdj,RF,291.5,28.0,292.3405172413793,27.46120689655172,296.5,26.5,298.5,26.5
storytrevor,SS,147.5,-18.0,147.0,-19.0,152.0,-5.0,152.0,-3.5
stottbryson,2B,151.0,10.0,153.0,3.5,147.0,19.5,146.0,22.5
stottbryson,SS,146.0,-20.0,147.2686274509804,-20.26078431372549,150.0,-9.0,153.35215053763443,-3.888440860215054
stowerskyle,CF,329.0,0.0,332.0,-3.0,330.0,-5.0,330.0,-5.0
stowerskyle,LF,303.6666666666667,-25.33333333333333,304.0,-26.5,288.6666666666667,-27.666666666666668,289.6666666666667,-27.666666666666668
stowerskyle,RF,291.3333333333333,27.666666666666668,290.0,25.0,302.3333333333333,24.666666666666668,305.5,25.5
strawmyles,CF,318.0,2.0,323.3076923076923,0.5865384615384616,317.0,0.0,319.0,0.0
suwinskijack,CF,325.5,2.5,320.0,1.0,322.0,-3.5,324.0,-3.0
suwinskijack,LF,304.5,-25.0,305.0,-25.0,287.5,-29.0,290.0,-29.0
suwinskijack,RF,289.5,29.0,292.3405172413793,27.46120689655172,306.5,25.0,304.0,25.0
suzukiseiya,LF,303.0,-28.0,302.5125,-26.669444444444444,289.6809734513274,-28.84188790560472,292.11885521885523,-28.30252525252525
suzukiseiya,RF,288.5,29.0,290.5,28.0,296.5,27.5,298.0,28.0
suarezeugenio,3B,122.5,-36.0,124.0,-36.5,113.5,-27.5,134.5,-21.0
swansondansby,SS,150.5,-17.5,148.0,-21.5,154.5,-5.5,154.5,-4.0
sweeneytrey,SS,146.0,-18.0,142.0,-24.0,151.0,-5.0,152.0,-5.0
sanchezgary,1B,109.0,33.0,111.71960784313724,28.4078431372549,122.48407643312102,37.705414012738856,124.10011574074076,38.27430555555556
sanchezjesus,CF,323.0,2.0,325.0,0.0,321.0,-2.0,325.0,-2.0
sanchezjesus,LF,307.0,-26.5,306.5,-29.5,290.5,-30.0,291.5,-29.0
sanchezjesus,RF,289.0,26.5,292.0,25.5,306.0,24.0,308.5,24.5
tapiaraimel,CF,315.0,0.0,323.3076923076923,0.5865384615384616,314.0,2.0,321.0,1.0
tapiaraimel,LF,304.6666666666667,-26.666666666666668,302.5125,-26.669444444444444,295.0,-27.0,299.0,-27.0
tapiaraimel,RF,290.0,28.0,292.3405172413793,27.46120689655172,299.0,25.0,297.5,27.5
tatisfernando,CF,312.0,6.0,323.3076923076923,0.5865384615384616,321.196875,-2.0776041666666667,323.5921052631579,-1.361842105263158
tatisfernando,RF,288.5,28.5,295.0,27.5,298.0,26.5,300.0,27.0
tauchmanmike,CF,327.5,2.0,330.0,1.0,326.0,-2.0,327.0,-1.0
tauchmanmike,LF,303.5,-26.5,302.5125,-26.669444444444444,291.0,-28.5,291.0,-28.0
tauchmanmike,RF,290.0,28.0,292.0,27.0,302.0,26.0,303.0,27.0
taverasleody,CF,323.0,1.0,325.0,-0.5,320.0,-0.5,324.5,0.0
taylorchris,2B,154.0,5.0,155.0,2.0,148.0,20.0,148.5,20.5
taylorchris,3B,123.5,-37.0,125.0,-38.0,110.0,-26.5,136.0,-22.0
taylorchris,CF,318.0,2.5,323.3076923076923,0.5865384615384616,322.0,-3.0,315.0,-1.0
taylorchris,LF,304.0,-26.0,302.5,-27.5,285.0,-28.0,286.0,-27.0
taylorchris,SS,150.0,-18.0,149.0,-19.0,154.0,-5.0,154.0,-3.0
taylormichaela,CF,324.5,1.5,325.5,1.5,321.5,-1.5,324.5,-1.5
taylorsamad,2B,153.0,7.0,153.0,5.0,147.0,22.0,147.0,23.0
taylorsamad,LF,298.5,-27.0,297.0,-28.0,281.0,-29.0,285.0,-29.0
taylortyrone,CF,322.0,2.0,323.3076923076923,0.5865384615384616,320.5,-0.5,325.5,0.0
taylortyrone,LF,299.0,-25.5,302.5125,-26.669444444444444,289.5,-28.5,293.0,-28.0
taylortyrone,RF,291.0,28.0,292.3405172413793,27.46120689655172,297.5,26.0,299.0,26.0
tellezrowdy,1B,114.0,29.0,111.71960784313724,28.4078431372549,125.0,37.0,126.0,38.0
tenajose,2B,154.0,8.5,153.72596153846155,3.121794871794872,150.0,17.0,150.0,19.0
tenajose,3B,124.33333333333331,-38.0,121.58928571428572,-37.36607142857143,124.0,-27.0,136.0,-22.0
tenajose,SS,150.0,-19.0,147.2686274509804,-20.26078431372549,155.0,-5.0,155.0,-4.0
thaissmatt,1B,117.0,31.0,111.71960784313724,28.4078431372549,121.0,37.0,124.10011574074076,38.27430555555556
thomasalek,CF,312.0,1.0,314.0,0.0,310.5,-2.0,313.0,-1.5
thomascody,RF,287.0,28.0,292.3405172413793,27.46120689655172,298.0,26.0,302.0,26.0
thomaslane,CF,324.6666666666667,0.6666666666666666,324.0,0.0,324.6666666666667,-2.333333333333333,323.0,2.0
thomaslane,RF,299.3333333333333,28.33333333333333,292.3405172413793,27.46120689655172,306.6666666666667,26.33333333333333,304.3333333333333,26.33333333333333
thompsonbubba,CF,325.0,3.0,321.0,0.0,319.0,-4.0,326.0,-1.0
thompsonbubba,LF,296.0,-27.0,302.5125,-26.669444444444444,290.0,-29.0,294.0,-28.0
thompsonbubba,RF,294.0,29.0,292.3405172413793,27.46120689655172,299.9954545454545,25.76666666666667,301.07402707275804,26.316412859560067
thompsontrayce,CF,323.5,1.5,323.3076923076923,0.5865384615384616,321.5,-2.0,322.5,-0.5
thompsontrayce,LF,304.0,-27.0,302.5125,-26.669444444444444,288.0,-28.5,289.0,-29.0
thompsontrayce,RF,291.0,27.5,292.3405172413793,27.46120689655172,305.5,26.5,303.5,26.5
togliamichael,1B,117.0,29.5,114.0,28.0,123.0,37.5,123.5,38.5
togliamichael,RF,292.5,29.0,299.0,27.0,302.5,27.5,304.0,27.5
torkelsonspencer,1B,116.5,29.5,116.0,29.0,126.0,37.5,126.5,37.5
toroabraham,1B,111.0,29.5,111.71960784313724,28.4078431372549,122.48407643312102,37.705414012738856,124.10011574074076,38.27430555555556
toroabraham,2B,154.0,6.0,153.72596153846155,3.121794871794872,150.0,18.0,148.0,20.0
toroabraham,3B,122.5,-36.5,121.58928571428572,-37.36607142857143,110.0,-26.5,125.0,-21.0
toroabraham,LF,302.0,-27.0,302.5125,-26.669444444444444,289.6809734513274,-28.84188790560472,292.11885521885523,-28.30252525252525
torresgleyber,2B,153.5,7.0,154.0,3.0,149.0,19.5,148.0,21.0
tovarezequiel,SS,147.0,-19.0,145.0,-24.0,151.5,-8.0,152.0,-5.5
trammelltaylor,LF,300.0,-24.5,302.5125,-26.669444444444444,284.0,-30.0,289.0,-29.0
trejoalan,2B,153.5,7.0,154.0,3.0,150.0,16.5,148.0,20.0
trejoalan,3B,126.5,-37.0,123.0,-38.0,117.5,-27.5,135.0,-24.0
trejoalan,SS,150.0,-17.5,147.2686274509804,-20.26078431372549,153.0,-7.0,154.0,-3.5
triolojared,1B,114.0,28.0,111.71960784313724,28.4078431372549,120.0,37.0,122.0,36.0
triolojared,2B,151.0,6.0,151.0,5.0,147.0,18.0,147.0,18.5
triolojared,3B,121.5,-34.0,120.0,-34.0,112.0,-27.0,128.0,-22.5
triolojared,SS,147.0,-19.0,147.2686274509804,-20.26078431372549,152.0,-4.0,152.0,-3.0
troutmike,CF,325.0,2.0,326.0,1.0,324.5,-2.5,327.5,-2.5
tuckercole,3B,121.0,-37.0,120.0,-37.0,110.0,-28.0,135.0,-23.0
tuckercole,LF,303.0,-25.0,304.0,-25.0,289.6809734513274,-28.84188790560472,292.11885521885523,-28.30252525252525
tuckercole,RF,309.0,30.0,292.3405172413793,27.46120689655172,316.0,29.0,301.07402707275804,26.316412859560067
tuckerkyle,RF,290.5,28.0,293.5,27.0,296.0,25.0,296.5,25.5
turangbrice,2B,154.0,7.5,154.0,4.0,149.5,19.0,149.0,20.0
turangbrice,SS,150.0,-18.0,147.2686274509804,-20.26078431372549,154.0,-8.0,154.0,-5.0
turnerjustin,1B,112.0,31.666666666666668,113.0,31.0,118.33333333333331,36.66666666666666,121.0,37.66666666666666
turnerjustin,2B,151.0,8.0,153.72596153846155,3.121794871794872,147.0,17.0,147.0,18.0
turnerjustin,3B,114.5,-36.0,116.0,-37.0,114.0,-26.0,121.0,-23.0
turnertrea,SS,148.0,-18.0,147.0,-21.0,153.0,-7.5,154.0,-5.0
urshelagio,1B,110.0,29.5,111.71960784313724,28.4078431372549,116.0,37.5,119.5,39.0
urshelagio,3B,120.66666666666669,-36.66666666666666,122.66666666666669,-37.66666666666666,115.66666666666669,-27.0,136.0,-22.666666666666668
urshelagio,SS,147.0,-18.0,147.2686274509804,-20.26078431372549,152.0,-6.0,153.0,-4.0
uriasluis,2B,154.0,7.0,153.72596153846155,3.121794871794872,150.0,17.5,149.0,19.0
uriasluis,3B,120.66666666666669,-35.666666666666664,118.0,-35.0,115.33333333333331,-26.33333333333333,131.66666666666666,-21.666666666666668
uriasramon,1B,120.0,32.0,111.71960784313724,28.4078431372549,123.0,37.0,124.0,38.0
uriasramon,2B,152.5,8.5,153.72596153846155,3.121794871794872,149.0,18.0,148.0,19.5
uriasramon,3B,122.0,-37.0,124.0,-39.0,112.0,-29.0,134.0,-21.5
valdezenmanuel,2B,154.5,7.0,155.0,4.5,150.0,18.5,149.0,19.5
vargasildemaro,2B,150.0,8.5,153.72596153846155,3.121794871794872,146.0,19.0,145.0,21.5
vargasildemaro,3B,121.0,-37.5,121.58928571428572,-37.36607142857143,119.5,-27.0,129.5,-22.0
vargasildemaro,LF,316.0,-26.0,316.0,-26.0,301.5,-28.0,299.0,-27.0
vargasildemaro,SS,145.5,-18.5,147.2686274509804,-20.26078431372549,149.0,-8.5,153.35215053763443,-3.888440860215054
vargasmiguel,1B,113.0,29.0,111.71960784313724,28.4078431372549,122.48407643312102,37.705414012738856,124.10011574074076,38.27430555555556
